,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
2318,nicht klassifiziert,18. Feb.,51,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1450,Taxi,Regen
2319,Bundesstrasse,11. Feb.,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,2330,Auto,Regen
2320,nicht klassifiziert,11. Apr.,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1530,Auto,Gut
2321,nicht klassifiziert,21. Jul.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1745,Auto,Regen
2322,Bundesstrasse,11. Feb.,46,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,2100,Auto,Gut
2323,nicht klassifiziert,24. Sep.,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1700,Mottorrad (500cc),Gut
2324,nicht klassifiziert,29. Jul.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,940,Taxi,Gut
2325,Bundesstrasse,1. Feb.,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,6,3,trocken,weiblich,1430,Auto,Gut
2326,nicht klassifiziert,12. Jul.,29,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1455,Auto,Gut
2327,nicht klassifiziert,3. Apr.,10,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1527,Fahrrad,Gut
2328,Bundesstrasse,8. Jan.,28,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1825,Auto,Gut
2329,Bundesstrasse,9. Sep.,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2250,Auto,Gut
2330,Autobahn,14. Sep.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,740,Auto,Gut (starker Wind)
2331,Autobahn,16. Nov.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,nass / feucht,männlich,908,Auto,Regen
2332,nicht klassifiziert,29. Sep.,85,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1120,Auto,Gut
2333,Bundesstrasse,3. Nov.,41,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,männlich,2215,Auto,Regen
2334,Bundesstrasse,26. Apr.,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,2245,Mottorrad (500cc),Gut
2335,nicht klassifiziert,22. Sep.,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,1915,Fahrrad,Gut
2336,Bundesstrasse,25. Apr.,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,1200,Auto,Gut
2337,nicht klassifiziert,30-Mar-12,16,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1115,Mottorrad (50cc),Gut
2338,nicht klassifiziert,22. Aug.,18,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,weiblich,320,Auto,Gut
2339,nicht klassifiziert,22. Aug.,18,Passagier,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,weiblich,320,Auto,Gut
2340,nicht klassifiziert,01-May-09,16,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1900,Auto,Gut
2341,Bundesstrasse,08-May-12,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1610,Bus,Gut
2342,nicht klassifiziert,29. Sep.,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,735,Fahrrad,Gut
2343,Landesstrasse,20-Dec-12,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,15,Auto,Regen
2344,Bundesstrasse,7. Feb.,19,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,1845,Auto,Gut
2345,Bundesstrasse,05-Dec-09,56,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,2020,Auto,Regen
2346,Bundesstrasse,23. Jul.,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1950,Auto,Gut
2347,nicht klassifiziert,25. Feb.,36,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2010,Auto,Andere
2348,Landesstrasse,27. Jun.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1750,Fahrrad,Gut
2349,nicht klassifiziert,11-May-09,67,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1325,Bus,Gut
2350,nicht klassifiziert,07-May-11,9,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1915,Auto,Gut
2351,nicht klassifiziert,18. Feb.,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1320,Fahrrad,Gut
2352,nicht klassifiziert,19-Mar-09,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2205,Auto,Gut
2353,nicht klassifiziert,28. Jun.,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,728,Fahrrad,Gut
2354,nicht klassifiziert,17. Jul.,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,940,Auto,Gut
2355,nicht klassifiziert,9. Mrz.,44,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1534,Mottorrad (500cc),Gut
2356,Bundesstrasse,19. Aug.,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1715,Auto,Gut
2357,Landesstrasse,1. Dez.,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1629,Auto,Gut
2358,nicht klassifiziert,9. Apr.,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,5,trocken,männlich,2333,Auto,Gut
2359,nicht klassifiziert,19. Mrz.,17,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1720,Fahrrad,Gut
2360,Bundesstrasse,26. Apr.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,525,Mottorrad,Regen
2361,nicht klassifiziert,14. Apr.,5,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1500,Auto,Gut
2362,Bundesstrasse,05-Mar-12,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2030,Auto,Gut
2363,Landesstrasse,3. Jul.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,845,Auto,Gut
2364,Bundesstrasse,6. Apr.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1610,Auto,Gut
2365,Bundesstrasse,13. Jan.,61,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,900,Auto,Gut
2366,Bundesstrasse,30. Dez.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1605,Fahrrad,Gut
2367,nicht klassifiziert,21. Jul.,12,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1610,Fahrrad,Gut
2368,Landesstrasse,12. Sep.,18,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,weiblich,2015,Auto,Gut
2369,Bundesstrasse,3. Jul.,15,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1918,Auto,Gut
2370,nicht klassifiziert,28. Jan.,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2110,Auto,Gut
2371,nicht klassifiziert,2. Feb.,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,5,nass / feucht,männlich,1800,Auto,Gut (starker Wind)
2372,Bundesstrasse,24. Apr.,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,2048,Auto,Gut
2373,Landesstrasse,21. Jun.,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1910,Auto,Gut
2374,Bundesstrasse,19. Jul.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,männlich,1050,Auto,Regen
2375,nicht klassifiziert,09-May-12,48,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,2114,Taxi,Gut
2376,Bundesstrasse,8. Apr.,75,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1223,Transporter,Gut
2377,Bundesstrasse,22. Nov.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1255,Auto,Gut
2378,nicht klassifiziert,26. Jul.,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,345,Auto,Gut
2379,nicht klassifiziert,4. Nov.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,weiblich,933,Auto,Regen
2380,Bundesstrasse,8. Jun.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,840,Auto,Gut
2381,nicht klassifiziert,18-Dec-10,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,Schnee,männlich,2115,Taxi,Schnee
2382,nicht klassifiziert,7. Aug.,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1400,Bus,Gut
2383,Landesstrasse,7. Nov.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1640,Auto,Gut
2384,Bundesstrasse,15. Apr.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1135,Auto,Gut
2385,Bundesstrasse,17. Sep.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1524,Auto,Gut
2386,Kraftfahrzeugstrasse,30-May-11,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,955,Auto,Regen
2387,nicht klassifiziert,9. Jun.,56,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,30,Taxi,Gut
2388,Bundesstrasse,5. Apr.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,1940,Auto,Gut
2389,Bundesstrasse,25. Jul.,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1415,Fahrrad,Gut
2390,Bundesstrasse,26-Mar-09,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1730,Auto,Gut
2391,Autobahn,10-Dec-10,48,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,8,nass / feucht,männlich,1732,Transporter,Gut
2392,Bundesstrasse,9. Feb.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,nass / feucht,weiblich,1325,Auto,Gut
2393,Bundesstrasse,6. Jul.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1630,Auto,Regen
2394,Bundesstrasse,20-Dec-11,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1600,Mottorrad,Gut
2395,Bundesstrasse,17. Nov.,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1515,Auto,Gut
2396,nicht klassifiziert,31-Dec-12,13,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1940,Auto,Gut
2397,Autobahn,4. Sep.,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,820,Auto,Gut
2398,Autobahn,12. Sep.,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,3,nass / feucht,weiblich,1715,Auto,Regen
2399,nicht klassifiziert,19-May-11,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,650,Auto,Gut
2400,Landesstrasse,25-Mar-11,56,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1157,Auto,Gut
2401,nicht klassifiziert,03-Oct-09,61,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1930,Auto,Gut (starker Wind)
2402,Bundesstrasse,24. Feb.,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1620,Fahrrad,Gut
2403,Autobahn,1. Sep.,82,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1040,Auto,Gut
2404,Kraftfahrzeugstrasse,9. Jun.,55,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,2020,Auto,Gut
2405,nicht klassifiziert,8. Nov.,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,trocken,weiblich,1810,Auto,Gut
2406,nicht klassifiziert,25. Jul.,81,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1040,Unbekannt,Gut
2407,nicht klassifiziert,22. Aug.,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1539,Auto,Gut
2408,Bundesstrasse,03-Mar-11,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,900,Fahrrad,Gut
2409,nicht klassifiziert,21. Aug.,8,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1855,Fahrrad,Gut
2410,nicht klassifiziert,26-May-10,24,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1745,Bus,Gut
2411,nicht klassifiziert,3. Jun.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,2030,Auto,Gut
2412,nicht klassifiziert,13. Nov.,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1600,Bus,Gut
2413,nicht klassifiziert,22. Nov.,19,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1400,Auto,Gut
2414,Bundesstrasse,29-May-10,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1730,Auto,Gut
2415,nicht klassifiziert,17. Sep.,67,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1705,Bus,Gut
2416,Bundesstrasse,19-Mar-11,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1520,Auto,Gut
2417,nicht klassifiziert,25. Aug.,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2145,Auto,Gut
2418,Bundesstrasse,4. Aug.,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1600,Auto,Gut
2419,nicht klassifiziert,26. Jul.,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,2135,Auto,Gut
2420,Bundesstrasse,04-Mar-09,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,weiblich,1500,Auto,Schnee
2421,Autobahn,12. Sep.,47,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1920,Mottorrad (500cc),Gut
2422,nicht klassifiziert,10. Nov.,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1530,Auto,Gut
2423,Autobahn,6. Jun.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1705,Auto,Gut
2424,nicht klassifiziert,1. Sep.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1853,Auto,Gut
2425,Landesstrasse,23. Sep.,47,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1507,Bus,Gut
2426,Autobahn,17. Nov.,66,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,5,nass / feucht,weiblich,1705,Auto,Gut
2427,nicht klassifiziert,14. Feb.,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,4,nass / feucht,männlich,2225,Auto,Gut
2428,nicht klassifiziert,10. Jan.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,Frost / Eis,weiblich,928,Auto,Regen
2429,Landesstrasse,4. Jul.,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,800,Auto,Gut
2430,Autobahn,19. Okt.,29,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,2,nass / feucht,männlich,2130,Auto,Regen
2431,Bundesstrasse,18. Apr.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,nass / feucht,weiblich,725,Auto,Gut
2432,Bundesstrasse,21. Apr.,9,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1542,Kleinbus,Gut
2433,nicht klassifiziert,16. Sep.,22,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,812,Mottorrad (50cc),Gut
2434,nicht klassifiziert,30. Sep.,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1610,Auto,Gut
2435,Autobahn,6. Nov.,19,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,2300,Auto,Regen
2436,nicht klassifiziert,11. Jun.,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1545,Bus,Gut
2437,Bundesstrasse,6. Apr.,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1033,Mottorrad (50cc),Gut
2438,nicht klassifiziert,23. Jun.,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1700,Mottorrad (50cc),Gut
2439,Bundesstrasse,3. Feb.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1325,Auto,Gut
2440,nicht klassifiziert,9. Aug.,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1805,Auto,Gut
2441,nicht klassifiziert,10-Mar-11,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,815,Fahrrad,Gut (starker Wind)
2442,Bundesstrasse,12-Mar-12,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1130,Fahrrad,Gut
2443,Bundesstrasse,13. Feb.,67,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1140,Bus,Gut
2444,nicht klassifiziert,4. Aug.,35,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1550,Auto,Gut
2445,nicht klassifiziert,30. Aug.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1920,Auto,Gut
2446,Bundesstrasse,27. Jun.,16,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1650,Fahrrad,Gut
2447,Autobahn,16. Mrz.,63,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1650,Auto,Gut
2448,nicht klassifiziert,04-May-11,14,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,815,Auto,Gut
2449,nicht klassifiziert,13. Sep.,36,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1030,Auto,Gut
2450,nicht klassifiziert,1. Feb.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,850,Auto,Gut
2451,nicht klassifiziert,13. Dez.,28,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,3,2,trocken,männlich,2117,Auto,Gut
2452,nicht klassifiziert,19. Feb.,68,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1315,Auto,Gut
2453,nicht klassifiziert,23. Feb.,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,821,Taxi,Gut
2454,nicht klassifiziert,16. Jun.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,950,Fahrrad,Gut
2455,nicht klassifiziert,17-Oct-11,40,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,900,Fahrrad,Gut
2456,nicht klassifiziert,21. Jan.,33,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,nass / feucht,weiblich,1855,Auto,Andere
2457,Kraftfahrzeugstrasse,25. Okt.,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2215,Auto,Gut
2458,Autobahn,24. Jun.,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,6,7,trocken,männlich,1701,Auto,Gut
2459,Bundesstrasse,4. Jun.,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,832,Auto,Regen
2460,nicht klassifiziert,15. Nov.,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,2125,Auto,Regen
2461,Bundesstrasse,26-Dec-10,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1330,Auto,Gut
2462,Kraftfahrzeugstrasse,10-May-09,56,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,weiblich,1958,Auto,Gut
2463,Bundesstrasse,7. Jun.,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,640,Auto,Gut
2464,Bundesstrasse,25. Jul.,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1830,Fahrrad,Gut
2465,nicht klassifiziert,11. Aug.,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1455,Auto,Gut
2466,nicht klassifiziert,30-Mar-10,41,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,3,nass / feucht,männlich,2030,Taxi,Regen
2467,nicht klassifiziert,17-Dec-10,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1820,Auto,Gut
2468,Bundesstrasse,17. Sep.,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1020,Auto,Gut
2469,Bundesstrasse,2. Apr.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,900,Fahrrad,Gut
2470,Bundesstrasse,22. Apr.,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,750,Fahrrad,Gut
2471,Bundesstrasse,24. Jun.,26,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,610,Mottorrad (50cc),Gut
2472,nicht klassifiziert,28. Nov.,6,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,1540,Auto,Gut
2473,Autobahn,31-May-10,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1110,Auto,Gut
2474,Bundesstrasse,14. Sep.,44,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,9,2,trocken,weiblich,1430,Bus,Gut
2475,nicht klassifiziert,16. Feb.,6,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1305,Transporter,Gut
2476,nicht klassifiziert,21. Jul.,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1610,Auto,Gut
2477,nicht klassifiziert,15. Jan.,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1938,Auto,Gut (starker Wind)
2478,nicht klassifiziert,18. Nov.,17,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,5,1,nass / feucht,männlich,2143,Auto,Gut
2479,Bundesstrasse,23. Dez.,62,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1200,Auto,Gut
2480,Bundesstrasse,10-May-11,76,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2234,Auto,Gut
2481,nicht klassifiziert,2. Apr.,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1321,Auto,Gut
2482,Landesstrasse,29-May-09,14,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1735,Auto,Gut
2483,nicht klassifiziert,12. Feb.,59,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1745,Auto,Gut
2484,Bundesstrasse,17. Mai.,42,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1620,Auto,Gut
2485,Bundesstrasse,26. Jan.,29,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1615,Auto,Gut
2486,Bundesstrasse,30. Sep.,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1445,Fahrrad,Gut
2487,nicht klassifiziert,2. Apr.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,800,Auto,Gut
2488,nicht klassifiziert,25-Mar-12,50,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,115,Auto,Gut
2489,Landesstrasse,14. Jul.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,weiblich,845,Auto,Gut
2490,Bundesstrasse,1. Jan.,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,1715,Auto,Gut
